year_month,postal_code,customer_class,total_gallons
201809,78753,Irrigation - Residential,30200
201211,78759,Residential,80477100
201808,78752,Irrigation - Residential,800
201304,78745,Multi-Family,29852300
201502,78660,Residential,6479400
201609,78727,Residential,42633600
201409,78737,Residential,14797600
201610,78705,Multi-Family,41972900
201404,78745,Irrigation - Multi-Family,1676100
201807,78727,Irrigation - Multi-Family,7895300
201512,78617,Residential,18258500
201506,78742,Residential,692500
201511,78730,Multi-Family,5280100
201206,78731,Multi-Family,19039900
201410,78726,Residential,19011500
201702,78754,Residential,17429600
201505,78712,Residential,0
201801,78745,Multi-Family,34584600
201610,78730,Residential,32647800
201405,78730,Multi-Family,4169800
201805,78745,Residential,64439000
201506,78653,Residential,979800
201801,78746,Multi-Family,11497400
201601,78752,Multi-Family,18169800
201709,78726,Residential,24068700
201806,78741,Multi-Family,79924100
201801,78758,Residential,37114600
201609,78660,Residential,8995100
201702,78731,Multi-Family,14264800
201806,78703,Irrigation - Multi-Family,770300
201506,78754,Irrigation - Multi-Family,2585200
201703,78749,Residential,46624000
201711,78757,Irrigation - Residential,28100
201311,78754,Irrigation - Multi-Family,2581200
201803,78759,Irrigation - Multi-Family,484800
201311,78744,Residential,47494400
201710,78759,Irrigation - Multi-Family,1357800
201406,78756,Irrigation - Multi-Family,76400
201301,78757,Multi-Family,15696900
201610,78744,Multi-Family,29579500
201412,78745,Multi-Family,31440100
201804,78653,Multi-Family,210500
201206,78745,Residential,99883500
201612,78754,Residential,19191200
201604,78754,Irrigation - Multi-Family,2082000
201611,78758,Irrigation - Multi-Family,4461100
201207,78752,Residential,18051975
201411,78758,Irrigation - Multi-Family,2719500
201609,78750,Residential,60619600
201304,78739,Residential,42783400
201401,78653,Residential,1114100
201511,78744,Multi-Family,29501200
201804,78741,Irrigation - Multi-Family,1209700
201508,78748,Multi-Family,21349000
201705,78745,Irrigation - Multi-Family,3332900
201302,78749,Irrigation - Multi-Family,3073400
201205,78745,Irrigation - Multi-Family,3304900
201502,78749,Residential,41212500
201803,78729,Multi-Family,19667500
201508,78617,Residential,22301300
201307,78752,Multi-Family,18932600
201802,78660,Irrigation - Residential,19800
201402,78759,Residential,45107400
201308,78660,Residential,9977900
201707,78736,Residential,21820100
201801,78617,Multi-Family,4859600
201612,78739,Residential,34094600
201503,78745,Multi-Family,30152600
201505,78759,Residential,47736200
201807,78753,Irrigation - Multi-Family,6621300
201809,78751,Residential,19878500
201704,78653,Residential,1851900
201803,78705,Irrigation - Residential,15600
201206,78754,Multi-Family,16848900
201302,78617,Multi-Family,3136300
201702,78703,Residential,35227000
201505,78739,Residential,34289400
201210,78727,Residential,47288200
201501,78742,Multi-Family,333200
201710,78736,Irrigation - Multi-Family,2067800
201510,78730,Residential,38986200
201206,78703,Irrigation - Multi-Family,718200
201502,78737,Residential,4554700
201701,78703,Residential,40335400
201402,78701,Multi-Family,13539200
201611,78653,Residential,1458000
201501,78617,Residential,20227500
201403,78756,Residential,9124100
201409,78701,Irrigation - Multi-Family,754300
201405,78757,Residential,37168400
201311,78745,Multi-Family,31062600
201407,78731,Multi-Family,17962100
201506,78660,Residential,7741000
201611,78722,Residential,8404900
201505,78730,Residential,19528800
201704,78745,Multi-Family,33473900
201706,78754,Irrigation - Multi-Family,3178700
201511,78727,Residential,34671000
201311,78617,Multi-Family,3207900
201404,78742,Multi-Family,298000
201509,78703,Residential,86214700
201308,78736,Residential,19629800
201804,78752,Residential,11229400
201804,78749,Multi-Family,16464500
201809,78703,Irrigation - Multi-Family,1298900
201711,78617,Multi-Family,4082100
201802,78701,Residential,651600
201308,78757,Irrigation - Multi-Family,397600
201207,78757,Residential,60190100
201608,78753,Multi-Family,55318900
201706,78751,Multi-Family,12923400
201705,78703,Multi-Family,12471700
201701,78732,Residential,4000
201709,78617,Residential,21762500
201604,78749,Irrigation - Multi-Family,2384700
201311,78703,Irrigation - Multi-Family,547500
201608,78756,Residential,16886900
201608,78742,Residential,847700
201805,78726,Multi-Family,13231500
201803,78660,Irrigation - Residential,24700
201307,78702,Multi-Family,9613200
201206,78701,Multi-Family,14206600
201510,78754,Irrigation - Multi-Family,4208900
201603,78756,Multi-Family,5573700
201802,78746,Irrigation - Residential,201600
201710,78746,Irrigation - Residential,531900
201701,78617,Multi-Family,4561100
201407,78737,Residential,11642800
201308,78724,Residential,23889900
201805,78705,Irrigation - Residential,103500
201711,78735,Residential,17858800
201809,78742,Residential,903600
201605,78754,Irrigation - Multi-Family,2069600
201707,78730,Residential,41924100
201712,78704,Multi-Family,52042800
201306,78751,Residential,17292200
201712,78749,Multi-Family,15957800
201502,78704,Multi-Family,44945600
201211,78727,Residential,45620000
201809,78756,Residential,17041700
201712,78756,Irrigation - Residential,56700
201708,78722,Multi-Family,2613500
201210,78752,Multi-Family,16404800
201507,78752,Residential,11960500
201307,78705,Multi-Family,29988000
201509,78728,Multi-Family,8049000
201502,78703,Multi-Family,13793700
201207,78756,Residential,19102800
201209,78705,Residential,14925000
201709,78653,Residential,2700200
201803,78736,Irrigation - Residential,14400
201708,78736,Residential,21885900
201411,78752,Irrigation - Multi-Family,101100
201705,78756,Residential,11761400
201608,78745,Multi-Family,33477400
201804,78741,Irrigation - Residential,25500
201809,78758,Residential,41293100
201801,78746,Irrigation - Residential,139100
201806,78719,Multi-Family,375300
201709,78745,Multi-Family,37721200
201805,78756,Multi-Family,5289300
201304,78701,Multi-Family,13157300
201604,78752,Multi-Family,17129400
201712,78748,Multi-Family,22311300
201509,78705,Multi-Family,37794300
201505,78704,Multi-Family,45782300
201303,78730,Irrigation - Multi-Family,857800
201511,78748,Residential,66642600
201712,78758,Residential,32655100
201310,78757,Residential,36373500
201703,78703,Multi-Family,12349500
201809,78745,Residential,89464400
201203,78744,Residential,49269400
201506,78758,Irrigation - Multi-Family,2022200
201801,78735,Residential,16014500
201801,78751,Residential,14764300
201406,78742,Multi-Family,294400
201807,78717,Irrigation - Residential,40600
201303,78758,Irrigation - Multi-Family,2268700
201408,78759,Residential,103727400
201808,78721,Irrigation - Residential,7100
201710,78652,Residential,4386300
201410,78729,Residential,22579100
201309,78703,Multi-Family,13255200
201805,78726,Residential,19885700
201705,78744,Residential,47542500
201801,78747,Irrigation - Multi-Family,463300
201305,78752,Irrigation - Multi-Family,198600
201705,78753,Residential,41011600
201506,78748,Residential,58440600
201510,78759,Residential,94930600
201802,78759,Irrigation - Residential,28800
201409,78757,Irrigation - Multi-Family,614800
201311,78756,Residential,10241400
201504,78758,Irrigation - Multi-Family,1294300
201707,78737,Residential,15713900
201712,78753,Irrigation - Multi-Family,3747500
201712,78746,Irrigation - Residential,387500
201707,78705,Multi-Family,32881200
201208,78737,Residential,14395200
201607,78702,Residential,28545500
201605,78754,Residential,19066000
201807,78731,Irrigation - Residential,679000
201609,78757,Residential,35302000
201309,78756,Residential,19063100
201711,78728,Irrigation - Residential,2500
201712,78728,Residential,4587200
201502,78752,Residential,10241800
201801,78741,Multi-Family,73648100
201305,78752,Residential,13434800
201209,78757,Multi-Family,17599800
201605,78703,Multi-Family,11781400
201709,78756,Irrigation - Multi-Family,323000
201501,78748,Multi-Family,18666800
201804,78728,Irrigation - Multi-Family,2779100
201312,78724,Residential,18392400
201508,78745,Irrigation - Multi-Family,6175700
201507,78653,Residential,1298200
201612,78724,Residential,18884400
201409,78731,Multi-Family,18525200
201803,78727,Residential,26485100
201804,78717,Irrigation - Multi-Family,3701900
201602,78617,Multi-Family,3956100
201205,78705,Multi-Family,33104000
201808,78746,Multi-Family,13520400
201807,78747,Irrigation - Residential,14200
201603,78754,Multi-Family,16961700
201708,78757,Multi-Family,14759900
201712,78703,Irrigation - Multi-Family,560000
201807,78752,Irrigation - Multi-Family,230000
201609,78758,Irrigation - Multi-Family,5759400
201309,78748,Residential,100956400
201412,78702,Multi-Family,10647400
201506,78751,Multi-Family,12195400
201805,78729,Residential,22937100
201202,78703,Residential,37378500
201801,78705,Irrigation - Residential,6900
201208,78735,Residential,41075100
201203,78746,Multi-Family,13126500
201310,78749,Residential,64171400
201809,78617,Irrigation - Multi-Family,9200
201601,78729,Residential,18868600
201306,78758,Residential,46203000
201408,78753,Residential,54696400
201504,78721,Multi-Family,4208000
201309,78745,Multi-Family,33148500
201512,78653,Multi-Family,406300
201609,78723,Residential,35849200
201301,78703,Multi-Family,11779900
201808,78617,Irrigation - Residential,8300
201411,78729,Residential,22741500
201211,78757,Irrigation - Multi-Family,143300
201802,78702,Irrigation - Multi-Family,557100
201702,78756,Residential,8750800
201606,78757,Multi-Family,14036600
201710,78725,Multi-Family,175000
201205,78747,Residential,30799600
201504,78705,Multi-Family,37305600
201412,78758,Residential,36092600
201303,78739,Residential,34376400
201204,78751,Multi-Family,12616500
201504,78737,Residential,5821200
201711,78747,Residential,23701600
201308,78754,Residential,28980200
201806,78703,Multi-Family,14157000
201508,78722,Residential,12246600
201303,78653,Multi-Family,71900
201606,78748,Multi-Family,20272100
201607,78704,Multi-Family,54971900
201806,78617,Residential,22682700
201711,78660,Irrigation - Residential,22300
201202,78749,Irrigation - Multi-Family,3000300
201502,78736,Residential,8305200
201706,78732,Residential,21400
201712,78653,Irrigation - Multi-Family,0
201602,78758,Multi-Family,46203400
201209,78758,Residential,57486900
201609,78753,Residential,41245700
201701,78753,Irrigation - Multi-Family,1781500
201512,78744,Residential,44883500
201706,78750,Multi-Family,13957500
201809,78758,Multi-Family,49224000
201303,78753,Multi-Family,46427600
201702,78704,Multi-Family,48492100
201403,78747,Residential,18796600
201307,78703,Multi-Family,12382100
201703,78652,Residential,2471300
201209,78753,Multi-Family,53431500
201612,78745,Multi-Family,33056500
201505,78750,Residential,39445700
201809,78745,Multi-Family,36397500
201712,78741,Multi-Family,73149800
201704,78750,Irrigation - Multi-Family,969700
201708,78723,Multi-Family,23240100
201303,78705,Residential,9710500
201304,78726,Residential,19297100
201711,78705,Irrigation - Residential,48100
201806,78745,Residential,84927700
201510,78732,Residential,6600
201601,78746,Multi-Family,14156300
201712,78753,Multi-Family,50991600
201512,78759,Irrigation - Multi-Family,964700
201801,78744,Residential,47275100
201406,78753,Residential,43803400
201301,78731,Residential,62421300
201808,78748,Irrigation - Multi-Family,15263100
201704,78744,Multi-Family,30761100
201610,78704,Multi-Family,54835800
201304,78757,Multi-Family,14483100
201701,78744,Multi-Family,32518000
201509,78729,Residential,34132100
201301,78756,Multi-Family,6192400
201410,78705,Multi-Family,37847800
201201,78754,Multi-Family,18051100
201708,78653,Residential,2503100
201206,78721,Multi-Family,5073200
201803,78617,Multi-Family,4107300
201602,78721,Multi-Family,4571700
201806,78739,Residential,56398000
201203,78653,Multi-Family,69700
201804,78723,Irrigation - Multi-Family,177000
201804,78756,Multi-Family,5628500
201204,78751,Residential,15227500
201612,78652,Residential,2950500
201808,78753,Irrigation - Residential,46200
201809,78744,Residential,62506900
201510,78742,Multi-Family,361200
201402,78749,Irrigation - Multi-Family,1000400
201801,78702,Residential,25807900
201806,78757,Irrigation - Multi-Family,369500
201311,78653,Residential,821400
201704,78752,Residential,11196900
201302,78751,Residential,14903500
201808,78653,Irrigation - Residential,19400
201710,78727,Irrigation - Residential,12300
201609,78730,Residential,30884500
201712,78757,Residential,28900300
201804,78724,Residential,19806900
201208,78757,Residential,58673200
201404,78753,Irrigation - Multi-Family,3864100
201807,78704,Irrigation - Multi-Family,4902600
201610,78722,Residential,9363900
201611,78757,Multi-Family,12317200
201510,78728,Multi-Family,7478700
201204,78746,Multi-Family,12587100
201805,78660,Irrigation - Residential,25500
201706,78744,Residential,48884500
201707,78702,Residential,28467000
201511,78751,Multi-Family,12816700
201710,78758,Irrigation - Residential,58700
201504,78758,Multi-Family,44619600
201212,78750,Residential,59026900
201210,78750,Residential,67259000
201406,78730,Multi-Family,4654700
201702,78757,Residential,23989600
201703,78752,Residential,10616800
201201,78701,Multi-Family,12638000
201804,78728,Residential,5976500
201707,78617,Multi-Family,5060200
201602,78735,Residential,14424700
201804,78757,Residential,31458000
201309,78731,Residential,109449800
201503,78653,Residential,890900
201612,78731,Multi-Family,16771500
201610,78653,Residential,1735600
201702,78748,Multi-Family,19771400
201802,78613,Multi-Family,3303600
201308,78712,Residential,0
201808,78729,Residential,32314700
201201,78705,Multi-Family,23399600
201808,78738,Residential,328600
201802,78731,Residential,42559400
201606,78750,Multi-Family,12715700
201207,78749,Multi-Family,16523500
201809,78705,Multi-Family,41187600
201703,78759,Residential,48799400
201501,78754,Multi-Family,17997600
201408,78750,Residential,82772900
201302,78701,Multi-Family,12144200
201806,78727,Irrigation - Residential,14100
201705,78759,Residential,69032800
201510,78705,Multi-Family,41759100
201405,78744,Residential,48522500
201808,78730,Multi-Family,8550300
201201,78701,Irrigation - Multi-Family,204400
201601,78758,Irrigation - Multi-Family,1951400
201202,78754,Irrigation - Multi-Family,933900
201301,78747,Residential,23607400
201407,78742,Residential,760600
201602,78730,Residential,15374800
201404,78617,Residential,18291300
201802,78652,Residential,2689200
201208,78758,Multi-Family,53225300
201608,78745,Residential,89585500
201801,78704,Irrigation - Residential,90100
201302,78751,Irrigation - Multi-Family,249100
201804,78721,Multi-Family,4778400
201703,78756,Multi-Family,5515400
201808,78702,Irrigation - Multi-Family,2286200
201303,78721,Multi-Family,4224100
201708,78729,Residential,31002500
201611,78701,Multi-Family,14841500
201503,78750,Residential,50129000
201501,78753,Residential,41474800
201707,78751,Multi-Family,12725400
201708,78617,Multi-Family,4970300
201205,78757,Residential,43558500
201601,78752,Residential,12123600
201508,78730,Multi-Family,6037900
201504,78732,Residential,5100
201502,78705,Residential,7331300
201807,78660,Irrigation - Multi-Family,2840700
201512,78736,Residential,9655500
201802,78751,Residential,13749600
201409,78736,Residential,23650100
201708,78752,Irrigation - Multi-Family,204800
201707,78744,Multi-Family,32920700
201801,78721,Irrigation - Multi-Family,157600
201708,78753,Residential,50371000
201803,78727,Irrigation - Residential,12300
201212,78722,Residential,9973300
201611,78702,Multi-Family,11009100
201807,78613,Multi-Family,2958300
201601,78721,Multi-Family,4969400
201711,78746,Irrigation - Multi-Family,615800
201606,78744,Multi-Family,29010300
201606,78741,Multi-Family,78998400
201707,78748,Irrigation - Multi-Family,11268900
201805,78701,Irrigation - Multi-Family,511800
201805,78751,Irrigation - Multi-Family,772600
201801,78733,Residential,36600
201302,78731,Multi-Family,16123000
201507,78748,Residential,64672500
201503,78722,Residential,7191800
201208,78747,Residential,34029900
201802,78703,Irrigation - Residential,446000
201708,78754,Multi-Family,18461900
201701,78745,Multi-Family,33450000
201412,78756,Residential,9552900
201303,78754,Residential,19071400
201412,78751,Residential,13945100
201804,78754,Irrigation - Residential,23100
201205,78722,Residential,10666800
201804,78727,Multi-Family,23695200
201505,78749,Irrigation - Multi-Family,3965500
201712,78702,Irrigation - Multi-Family,1078800
201808,78731,Irrigation - Multi-Family,1496100
201610,78758,Residential,39833400
201411,78749,Irrigation - Multi-Family,4730900
201803,78721,Residential,10992600
201312,78703,Residential,38555500
201310,78756,Residential,12650500
201305,78748,Multi-Family,17410300
201408,78730,Multi-Family,4945300
201409,78752,Multi-Family,19132000
201510,78753,Irrigation - Multi-Family,6559900
201304,78748,Residential,69260800
201202,78617,Multi-Family,4661800
201710,78617,Multi-Family,4180600
201201,78750,Irrigation - Multi-Family,328800
201805,78759,Residential,69305100
201803,78749,Irrigation - Residential,22400
201212,78752,Multi-Family,17932000
201602,78754,Irrigation - Multi-Family,1583600
201312,78751,Multi-Family,11684400
201307,78653,Multi-Family,305300
201708,78701,Multi-Family,14880400
201509,78703,Multi-Family,14892100
201407,78730,Multi-Family,4389100
201307,78757,Residential,48475000
201511,78746,Multi-Family,12786200
201807,78724,Irrigation - Multi-Family,2244100
201801,78731,Residential,48094300
201201,78703,Multi-Family,12274000
201405,78742,Residential,682300
201807,78731,Multi-Family,16619900
201805,78717,Multi-Family,14371600
201711,78725,Irrigation - Residential,0
201405,78745,Residential,77136800
201709,78724,Residential,21340600
201610,78744,Residential,48256000
201611,78758,Residential,37830700
201804,78724,Irrigation - Multi-Family,1297100
201511,78721,Multi-Family,4602600
201412,78756,Multi-Family,5483700
201409,78758,Residential,52508600
201402,78756,Multi-Family,5450100
201502,78653,Residential,792200
201708,78737,Residential,14211800
201401,78701,Irrigation - Multi-Family,335900
201707,78727,Residential,50726300
201802,78756,Multi-Family,5712700
201605,78751,Multi-Family,11382600
201505,78758,Irrigation - Multi-Family,1697500
201703,78701,Irrigation - Multi-Family,401900
201711,78725,Residential,2822000
201504,78731,Multi-Family,16089000
201705,78704,Multi-Family,50943800
201310,78742,Residential,709100
201801,78759,Residential,47775500
201311,78759,Multi-Family,36905800
201507,78758,Residential,45427100
201203,78731,Residential,46725900
201206,78751,Residential,19840300
201704,78653,Multi-Family,90800
201711,78754,Irrigation - Multi-Family,3162900
201604,78730,Multi-Family,5608200
201407,78703,Multi-Family,12014100
201305,78756,Residential,13030000
201406,78749,Multi-Family,17274000
201306,78756,Multi-Family,5894100
201403,78759,Residential,45800400
201604,78750,Multi-Family,12704800
201210,78753,Multi-Family,53253400
201312,78653,Multi-Family,104500
201807,78722,Irrigation - Multi-Family,102100
201402,78742,Multi-Family,271400
201805,78653,Residential,2774000
201611,78747,Residential,24279300
201809,78736,Residential,18703700
201703,78749,Irrigation - Multi-Family,2278600
201211,78744,Residential,50554300
201704,78660,Residential,7978200
201606,78730,Residential,19372800
201402,78758,Irrigation - Multi-Family,897000
201705,78750,Residential,59734300
201411,78653,Residential,1065100
201612,78617,Multi-Family,4296300
201610,78746,Multi-Family,13383100
201411,78756,Irrigation - Multi-Family,208100
201304,78721,Multi-Family,4436400
201604,78752,Residential,11860800
201502,78721,Multi-Family,4219400
201804,78727,Irrigation - Residential,11500
201806,78653,Multi-Family,345500
201305,78731,Residential,73187900
201201,78660,Residential,7208400
201211,78724,Residential,20113200
201703,78653,Residential,1465400
201710,78751,Irrigation - Multi-Family,875800
201711,78730,Multi-Family,5199200
201207,78653,Residential,1470100
201709,78730,Multi-Family,4952700
201204,78757,Irrigation - Multi-Family,36500
201207,78748,Residential,114524200
201212,78753,Multi-Family,46965200
201211,78653,Residential,1151100
201803,78757,Irrigation - Residential,17100
201503,78745,Irrigation - Multi-Family,1377100
201804,78759,Irrigation - Residential,90100
201212,78759,Residential,73428700
201508,78756,Irrigation - Multi-Family,372300
201807,78652,Irrigation - Multi-Family,679200
201809,78741,Irrigation - Residential,73500
201805,78744,Irrigation - Residential,48800
201611,78752,Residential,11429800
201305,78753,Irrigation - Multi-Family,4300000
201806,78753,Residential,45728300
201805,78719,Multi-Family,313500
201507,78722,Residential,8207400
201402,78742,Residential,748400
201508,78660,Residential,11143600
201211,78757,Multi-Family,15254400
201208,78746,Multi-Family,17436400
201201,78752,Multi-Family,20020900
201706,78721,Multi-Family,4518600
201504,78702,Multi-Family,11128100
201209,78702,Multi-Family,9401500
201206,78703,Residential,77541500
201806,78730,Residential,35775000
201809,78705,Irrigation - Residential,160100
201505,78752,Irrigation - Multi-Family,81600
201411,78717,Residential,30896900
201601,78753,Multi-Family,58990000
201301,78737,Residential,6622000
201206,78759,Residential,109701200
201802,78721,Residential,10996000
201808,78756,Multi-Family,5992400
201805,78613,Multi-Family,2803700
201509,78731,Multi-Family,19719900
201603,78753,Multi-Family,53426300
201608,78660,Residential,10271800
201803,78725,Residential,2911600
201601,78747,Residential,21452300
201806,78701,Irrigation - Residential,42200
201708,78727,Irrigation - Multi-Family,9696800
201709,78750,Residential,65311700
201210,78735,Residential,26070400
201311,78759,Irrigation - Multi-Family,1074700
201702,78660,Residential,6507500
201703,78730,Multi-Family,5484800
201508,78754,Multi-Family,17325600
201303,78724,Residential,19151300
201409,78759,Multi-Family,43215200
201205,78754,Residential,24636500
201608,78758,Irrigation - Multi-Family,7609400
201608,78754,Residential,27691500
201406,78724,Residential,20720500
201809,78756,Irrigation - Residential,134400
201803,78756,Irrigation - Residential,21700
201803,78652,Multi-Family,180200
201609,78705,Multi-Family,39866700
201705,78652,Residential,3528500
201611,78754,Residential,20893800
201802,78729,Irrigation - Multi-Family,1002900
201302,78754,Residential,17067400
201301,78757,Irrigation - Multi-Family,105800
201311,78653,Multi-Family,60100
201408,78751,Irrigation - Multi-Family,887000
201507,78756,Irrigation - Multi-Family,103000
201207,78752,Multi-Family,19634700
201212,78754,Irrigation - Multi-Family,2783500
201606,78731,Residential,48667700
201801,78719,Multi-Family,333300
201203,78617,Residential,17775600
201707,78653,Multi-Family,285500
201508,78754,Residential,34925900
201709,78730,Irrigation - Multi-Family,1876500
201203,78756,Multi-Family,5640500
201407,78745,Irrigation - Multi-Family,4418600
201203,78750,Multi-Family,11412100
201710,78704,Residential,46688200
201709,78721,Multi-Family,4989500
201704,78758,Irrigation - Multi-Family,2334000
201412,78749,Residential,47590000
201709,78729,Residential,24952300
201710,78731,Residential,69661900
201201,78757,Residential,30874700
201205,78730,Multi-Family,4550800
201406,78749,Residential,68974100
201602,78758,Residential,34693700
201607,78731,Residential,88669200
201312,78722,Residential,7775900
201403,78757,Multi-Family,13539300
201606,78732,Residential,2400
201303,78737,Residential,6684700
201807,78749,Irrigation - Multi-Family,6555700
201410,78702,Residential,25357100
201503,78754,Irrigation - Multi-Family,414600
201711,78702,Residential,23812600
201411,78705,Residential,9956000
201701,78721,Multi-Family,5135200
201604,78753,Residential,36699400
201405,78617,Residential,18481800
201305,78749,Irrigation - Multi-Family,3083500
201708,78757,Irrigation - Multi-Family,669500
201806,78737,Residential,13124600
201401,78703,Irrigation - Multi-Family,272200
201503,78754,Multi-Family,15327100
201801,78741,Irrigation - Multi-Family,1911700
201201,78758,Multi-Family,45471000
201305,78746,Multi-Family,14463800
201804,78722,Residential,7737200
201709,78717,Irrigation - Multi-Family,6920500
201604,78617,Multi-Family,4431100
201702,78704,Residential,33899900
201712,78719,Residential,1498200
201601,78744,Residential,46584500
201610,78702,Multi-Family,11838200
201803,78660,Residential,8425600
201305,78759,Multi-Family,38886300
201208,78745,Multi-Family,35632200
201611,78746,Multi-Family,13434800
201601,78704,Residential,37539200
201808,78660,Residential,15321800
201609,78751,Irrigation - Multi-Family,1223800
201511,78702,Residential,23619300
201206,78731,Residential,99600100
201604,78745,Irrigation - Multi-Family,2054600
201808,78758,Residential,50512800
201705,78758,Irrigation - Multi-Family,3485500
201704,78722,Residential,7124700
201708,78730,Residential,43247700
201211,78756,Residential,13072500
201201,78737,Residential,4931600
201709,78660,Irrigation - Multi-Family,2051200
201602,78752,Multi-Family,16160800
201407,78759,Residential,83648900
201606,78617,Multi-Family,4448900
201611,78732,Residential,12200
201606,78746,Multi-Family,13113900
201711,78721,Irrigation - Residential,4300
201610,78749,Multi-Family,15692900
201602,78704,Multi-Family,48623900
201309,78753,Multi-Family,53721900
201710,78737,Irrigation - Residential,6300
201710,78756,Multi-Family,5916400
201807,78721,Irrigation - Multi-Family,563200
201807,78754,Irrigation - Residential,30000
201805,78617,Residential,18891400
201809,78730,Irrigation - Multi-Family,2127600
201212,78757,Multi-Family,14416600
201806,78653,Residential,3455800
201408,78754,Residential,29893400
201512,78758,Irrigation - Multi-Family,2650600
201603,78756,Irrigation - Multi-Family,20900
201203,78705,Multi-Family,33613100
201405,78722,Residential,9799500
201801,78756,Irrigation - Multi-Family,177900
201806,78758,Irrigation - Residential,73400
201706,78617,Multi-Family,4216500
201802,78754,Multi-Family,15896700
201804,78725,Residential,3619100
201801,78722,Irrigation - Multi-Family,181800
201808,78719,Multi-Family,352800
201307,78745,Irrigation - Multi-Family,4533500
201409,78702,Multi-Family,11777400
201801,78731,Irrigation - Residential,225000
201601,78745,Irrigation - Multi-Family,2257200
201806,78741,Residential,20720300
201307,78701,Multi-Family,13548400
201806,78729,Multi-Family,23908100
201707,78754,Residential,30608100
201306,78753,Multi-Family,50171500
201302,78660,Residential,6589300
201309,78702,Residential,30909500
201808,78727,Residential,57745300
201608,78617,Residential,20804900
201402,78759,Irrigation - Multi-Family,282500
201406,78739,Residential,52972600
201402,78712,Residential,0
201803,78727,Irrigation - Multi-Family,1630700
201204,78757,Multi-Family,13342800
201305,78653,Residential,1145000
201501,78750,Residential,41910900
201311,78758,Irrigation - Multi-Family,1469700
201803,78702,Irrigation - Multi-Family,1113400
201706,78660,Multi-Family,4665900
201808,78701,Irrigation - Residential,66300
201809,78723,Residential,38879400
201611,78753,Residential,38219700
201802,78722,Multi-Family,3096100
201808,78724,Irrigation - Residential,34200
201712,78745,Irrigation - Residential,98500
201709,78705,Residential,11822300
201708,78730,Multi-Family,5113200
201606,78749,Residential,50004800
201801,78757,Irrigation - Multi-Family,161400
201404,78750,Residential,49596500
201204,78702,Residential,26566200
201806,78753,Irrigation - Residential,8400
201803,78748,Multi-Family,20182300
201201,78751,Residential,14790400
201802,78653,Multi-Family,171200
201807,78737,Residential,11186400
201504,78747,Residential,21254000
201712,78756,Residential,10470600
201802,78742,Residential,685700
201607,78752,Multi-Family,17549300
201309,78701,Multi-Family,14298700
201807,78719,Residential,1785100
201712,78726,Multi-Family,12495600
201806,78702,Irrigation - Multi-Family,2146800
201302,78756,Residential,9980500
201606,78742,Residential,658600
201509,78703,Irrigation - Multi-Family,1402900
201201,78722,Residential,8107200
201309,78750,Multi-Family,14180500
201304,78705,Residential,10336600
201703,78754,Residential,19647100
201711,78660,Multi-Family,5008000
201711,78704,Multi-Family,51503200
201804,78705,Multi-Family,39418500
201806,78704,Multi-Family,54156800
201303,78730,Multi-Family,4600400
201411,78712,Residential,0
201807,78759,Multi-Family,37890900
201804,78751,Residential,15447100
201312,78737,Residential,5453900
201409,78660,Residential,9978600
201610,78732,Residential,7900
201212,78759,Irrigation - Multi-Family,1419000
201408,78756,Multi-Family,5427400
201801,78756,Residential,9525300
201409,78701,Multi-Family,15692100
201507,78750,Irrigation - Multi-Family,1519000
201303,78617,Residential,17825700
201311,78754,Residential,18467400
201806,78617,Multi-Family,4995600
201711,78750,Irrigation - Multi-Family,1033600
201708,78748,Irrigation - Multi-Family,12804500
201512,78730,Residential,14854000
201707,78746,Multi-Family,14444000
201503,78758,Multi-Family,45997200
201505,78705,Multi-Family,35398700
201805,78701,Multi-Family,16080600
201708,78705,Multi-Family,29989800
201807,78701,Multi-Family,16673400
201607,78758,Irrigation - Multi-Family,5593500
201209,78751,Multi-Family,13857100
201611,78749,Residential,60846900
201608,78747,Residential,32903500
201411,78653,Multi-Family,103000
201807,78722,Residential,9424400
201609,78730,Multi-Family,5403400
201410,78704,Multi-Family,50313700
201710,78660,Multi-Family,4828900
201201,78727,Residential,34832500
201704,78748,Irrigation - Multi-Family,4539000
201809,78653,Irrigation - Multi-Family,10200
201809,78702,Irrigation - Residential,15300
201710,78721,Irrigation - Residential,2300
201703,78653,Multi-Family,67600
201605,78749,Irrigation - Multi-Family,2938100
201304,78758,Irrigation - Multi-Family,2160600
201701,78701,Multi-Family,14397300
201610,78745,Multi-Family,33290900
201707,78730,Multi-Family,5259600
201503,78759,Multi-Family,39556800
201712,78749,Irrigation - Residential,24300
201709,78730,Residential,34510300
201212,78742,Multi-Family,382300
201510,78737,Residential,12794000
201210,78748,Multi-Family,15359000
201707,78617,Residential,22107700
201412,78730,Multi-Family,4276900
201807,78758,Irrigation - Residential,75000
201601,78722,Residential,7504900
201806,78660,Residential,11639500
201801,78730,Irrigation - Multi-Family,719600
201606,78750,Residential,55359100
201209,78756,Irrigation - Multi-Family,225100
201601,78730,Multi-Family,5682500
201309,78749,Irrigation - Multi-Family,6438200
201804,78652,Residential,3790700
201802,78757,Residential,26121400
201505,78753,Residential,35078700
201711,78728,Irrigation - Multi-Family,2007600
201805,78730,Irrigation - Residential,167900
201805,78750,Irrigation - Multi-Family,1583700
201609,78747,Residential,26777600
201802,78726,Irrigation - Residential,45200
201809,78742,Irrigation - Multi-Family,59500
